Latitude,Longitude,Sample Date,nir,green,swir16,swir22,NDMI,MNDWI
-27.00222,28.76528,06-01-2011,1354.0,789.5,1991.0,1548.5,-0.19043348281015873,-0.43211652580469584
-27.02314,28.59389,06-01-2011,854.0,461.0,1322.0,1046.0,-0.2150735294117548,-0.4828939988782679
-30.679722,26.7125,06-01-2011,1053.0,794.5,893.5,676.0,0.08194194708450644,-0.05864928909952259
-30.160091,27.40124,06-01-2011,2222.0,1092.0,2898.0,2310.0,-0.1320312499999974,-0.45263157894735706
-32.595833,19.009444,06-01-2011,,,,,,
-25.99136,27.84208,10-01-2011,29.5,1.0,149.0,119.0,-0.669467787114471,-0.986666666666009
-26.73806,27.59194,10-01-2011,393.5,328.0,289.0,238.0,0.15311355311353067,0.06320907617503027
-26.45,28.085833,10-01-2011,1935.0,832.5,3000.0,2256.0,-0.21580547112461568,-0.5655577299412768
-30.86013889,29.07125,10-01-2011,2001.0,1549.0,1830.0,1543.0,0.04463586530931755,-0.08316069843148614
-27.356667,27.286389,10-01-2011,1746.0,837.5,2451.0,1766.0,-0.1679771265189381,-0.49064923217270817
-27.01011111,26.69808333,11-01-2011,943.0,562.0,951.0,673.0,-0.004223864836325014,-0.2571050892266849
-25.73411,27.21422,11-01-2011,1726.0,806.0,2414.0,1752.0,-0.16618357487922303,-0.49937888198756214
-26.98472222,26.63227778,11-01-2011,2077.0,1055.0,2852.0,2308.0,-0.15723270440251252,-0.45994369081135245
-27.398611,26.614722,11-01-2011,2059.0,590.0,1871.0,1361.0,0.047837150127225246,-0.5205201137748671
-27.671111,27.236944,11-01-2011,1501.0,886.0,1782.0,1303.0,-0.0855924459335947,-0.3358320839580084
-29.160278,26.573333,11-01-2011,2091.0,1140.0,2483.0,2088.0,-0.08570179274158099,-0.37068727573832816
-34.250556,20.9925,11-01-2011,,,,,,
-25.45963889,28.26430556,11-01-2011,122.0,1.0,255.0,207.0,-0.3527851458885006,-0.9921874999996124
-25.81048333,27.90955222,12-01-2011,34.0,1.0,150.0,122.0,-0.6304347826083531,-0.9867549668867638
-27.273889,28.49,12-01-2011,681.5,503.0,658.5,457.0,0.017164179104476332,-0.133878605251818
-27.4275,28.525833,12-01-2011,2397.0,1116.0,3476.0,2765.5,-0.1837221181678838,-0.5139372822299539
-28.883333,27.89,12-01-2011,2534.0,622.0,1859.0,1420.0,0.15365353972228196,-0.49858927851670704
-27.00222,28.76528,13-01-2011,1354.0,789.5,1991.0,1548.5,-0.19043348281015873,-0.43211652580469584
-27.02314,28.59389,13-01-2011,854.0,461.0,1322.0,1046.0,-0.2150735294117548,-0.4828939988782679
-30.534167,24.961944,13-01-2011,1848.0,1074.0,2476.0,2075.0,-0.14523589269194853,-0.3949295774647776
-28.460833,21.248889,13-01-2011,2730.0,777.5,1946.0,1276.0,0.16766467065867904,-0.42904351018907916
-29.658056,25.973333,14-01-2011,1860.0,951.0,2599.5,2090.5,-0.16582576522031245,-0.46430080270383145
-28.760833,17.730278,16-01-2011,40.5,440.5,104.0,123.0,-0.43944636678170285,0.6179981634525954
-25.513889,31.224444,17-01-2011,2610.0,827.0,2304.0,1517.0,0.062271062271061,-0.47173427020119857
-26.861111,28.884722,17-01-2011,1393.0,530.5,2594.0,2407.0,-0.301228994231244,-0.660425668106876
-31.554722,29.245556,17-01-2011,,,,,,
-28.058889,30.373611,17-01-2011,2169.0,848.5,2580.0,1641.0,-0.08654453569172275,-0.5050313548198774
-25.127778,27.628889,18-01-2011,1754.0,810.5,3108.0,2716.5,-0.2784862196626845,-0.5863212964144293
-25.20639,27.558,18-01-2011,1731.0,808.0,2023.0,1369.0,-0.07778369738944918,-0.42917696926879445
-24.69514,27.40906,18-01-2011,1663.0,835.5,1689.0,1098.0,-0.007756563245823157,-0.3380867498514423
-25.681111,31.783333,18-01-2011,1581.0,709.5,1664.0,1085.0,-0.025577812018489195,-0.40214872551083203
-27.802778,28.768333,18-01-2011,1628.0,954.0,2067.5,1714.5,-0.1189284264646159,-0.3685255667714589
-27.398611,26.614722,18-01-2011,2059.0,590.0,1871.0,1361.0,0.047837150127225246,-0.5205201137748671
-31.104278,29.399722,18-01-2011,,,,,,
-31.396,29.2651,18-01-2011,,,,,,
-33.38056,19.30167,18-01-2011,1046.0,386.0,2039.0,1511.0,-0.3218800648298113,-0.6816494845360543
-33.31388889,19.07472222,18-01-2011,1792.0,366.5,1512.0,914.0,0.08474576271186184,-0.6097950492413835
-27.495556,26.074722,18-01-2011,1707.0,905.0,3384.0,2745.0,-0.32940483205656396,-0.577990207507564
-24.39619444,27.08983333,19-01-2011,1602.0,879.0,1769.0,1375.0,-0.04954019578759865,-0.3361027190332199
-26.970278,27.211111,19-01-2011,296.5,448.0,184.0,141.0,0.23413111342346846,0.41772151898727566
-26.880278,26.965,19-01-2011,2116.0,1048.0,3125.0,2384.0,-0.1925205113527916,-0.4977234603402708
-27.273889,28.49,19-01-2011,681.5,503.0,658.5,457.0,0.017164179104476332,-0.133878605251818
-27.3,28.586944,19-01-2011,2144.0,1005.0,3305.0,2463.0,-0.21306661772801957,-0.5336426914153009
-27.044444,27.005,19-01-2011,2024.0,1084.0,3427.5,2335.0,-0.25745207740988246,-0.5194502936938818
-30.568333,29.422778,19-01-2011,2416.0,604.5,1988.0,1261.0,0.09718437783832659,-0.5336547733847431
-30.570833,29.150556,19-01-2011,1826.0,749.0,2397.5,1653.0,-0.13531431277376263,-0.52391546162401
-34.031944,22.053333,19-01-2011,,,,,,
-33.13083,18.86278,19-01-2011,3306.0,645.0,809.0,416.0,0.6068043742405684,-0.11279229711140902
-33.7075,18.97444444,19-01-2011,1229.0,429.0,937.0,660.0,0.13481071098799008,-0.37188872620787905
-25.57877778,29.12747222,19-01-2011,1742.0,637.0,2482.0,1690.0,-0.1751893939393898,-0.5915357486373648
-26.006389,29.253889,20-01-2011,697.5,307.5,1251.0,1177.0,-0.2840646651270062,-0.6053897978825405
-27.02314,28.59389,20-01-2011,854.0,461.0,1322.0,1046.0,-0.2150735294117548,-0.4828939988782679
-30.679722,26.7125,20-01-2011,1053.0,794.5,893.5,676.0,0.08194194708450644,-0.05864928909952259
-28.460833,21.248889,20-01-2011,2730.0,777.5,1946.0,1276.0,0.16766467065867904,-0.42904351018907916
-30.77586667,29.03221667,20-01-2011,1987.0,804.5,2792.0,2089.0,-0.1684452814396282,-0.5526206033643667
-24.925278,29.324444,21-01-2011,1707.0,663.0,2529.0,1874.0,-0.19405099150141183,-0.5845864661653952
-28.460833,21.248889,21-01-2011,2730.0,777.5,1946.0,1276.0,0.16766467065867904,-0.42904351018907916
-24.679167,30.8025,24-01-2011,2175.0,821.0,2638.0,2052.0,-0.09619779763141292,-0.5252963284186029
-25.99136,27.84208,24-01-2011,29.5,1.0,149.0,119.0,-0.669467787114471,-0.986666666666009
-25.49037,30.6986,24-01-2011,2293.0,614.5,1966.0,1291.5,0.0767785865226561,-0.5237357101336747
-26.970278,27.211111,24-01-2011,296.5,448.0,184.0,141.0,0.23413111342346846,0.41772151898727566
-27.671111,27.236944,24-01-2011,1501.0,886.0,1782.0,1303.0,-0.0855924459335947,-0.3358320839580084
-27.356667,27.286389,24-01-2011,1746.0,837.5,2451.0,1766.0,-0.1679771265189381,-0.49064923217270817
-27.01011111,26.69808333,25-01-2011,943.0,562.0,951.0,673.0,-0.004223864836325014,-0.2571050892266849
-26.98472222,26.63227778,25-01-2011,2077.0,1055.0,2852.0,2308.0,-0.15723270440251252,-0.45994369081135245
-27.398611,26.614722,25-01-2011,2059.0,590.0,1871.0,1361.0,0.047837150127225246,-0.5205201137748671
-33.818056,19.694722,25-01-2011,2332.0,689.5,1348.0,894.0,0.2673913043478188,-0.3231901840490639
-25.45963889,28.26430556,25-01-2011,122.0,1.0,255.0,207.0,-0.3527851458885006,-0.9921874999996124
-33.897778,20.012778,25-01-2011,1571.0,353.0,828.0,489.0,0.3097123801583864,-0.4022015241320574
-25.81048333,27.90955222,26-01-2011,34.0,1.0,150.0,122.0,-0.6304347826083531,-0.9867549668867638
-34.065833,20.404167,26-01-2011,871.0,191.0,531.0,251.0,0.24251069900140923,-0.4709141274237575
-24.058889,31.237222,26-01-2011,2523.0,931.0,3026.0,2478.0,-0.09064696341683023,-0.5294414960828777
-26.648056,27.089444,26-01-2011,1719.0,853.5,2769.0,1906.5,-0.23395721925133167,-0.528778467908888
-26.880278,26.965,26-01-2011,2116.0,1048.0,3125.0,2384.0,-0.1925205113527916,-0.4977234603402708
-27.273889,28.49,26-01-2011,681.5,503.0,658.5,457.0,0.017164179104476332,-0.133878605251818
-27.044444,27.005,26-01-2011,2024.0,1084.0,3427.5,2335.0,-0.25745207740988246,-0.5194502936938818
-34.092222,21.295278,26-01-2011,,,,,,
-27.02314,28.59389,27-01-2011,854.0,461.0,1322.0,1046.0,-0.2150735294117548,-0.4828939988782679
-26.73806,27.59194,27-01-2011,393.5,328.0,289.0,238.0,0.15311355311353067,0.06320907617503027
-28.760833,17.730278,30-01-2011,40.5,440.5,104.0,123.0,-0.43944636678170285,0.6179981634525954
-26.861111,28.884722,31-01-2011,1393.0,530.5,2594.0,2407.0,-0.301228994231244,-0.660425668106876
-26.73806,27.59194,31-01-2011,393.5,328.0,289.0,238.0,0.15311355311353067,0.06320907617503027
-25.127778,27.628889,01-02-2011,1754.0,810.5,3108.0,2716.5,-0.2784862196626845,-0.5863212964144293
-24.69514,27.40906,01-02-2011,1663.0,835.5,1689.0,1098.0,-0.007756563245823157,-0.3380867498514423
-27.363611,31.783333,01-02-2011,3219.0,619.0,1845.0,889.0,0.2713270142180041,-0.49756493506491484
-27.802778,28.768333,01-02-2011,1628.0,954.0,2067.5,1714.5,-0.1189284264646159,-0.3685255667714589
-29.160278,26.573333,01-02-2011,2091.0,1140.0,2483.0,2088.0,-0.08570179274158099,-0.37068727573832816
-34.329722,18.990278,01-02-2011,1.0,214.0,1580.0,935.0,-0.9987349778620493,-0.7614269788182407
-25.20639,27.558,02-02-2011,1731.0,808.0,2023.0,1369.0,-0.07778369738944918,-0.42917696926879445
-23.281,30.54305556,03-02-2011,2189.0,1021.5,2762.0,2213.5,-0.11573419511209623,-0.46002378749833595
-28.801278,31.955389,03-02-2011,2540.0,739.0,1981.0,1493.0,0.12364521123644938,-0.45661764705880675
-27.00222,28.76528,03-02-2011,1354.0,789.5,1991.0,1548.5,-0.19043348281015873,-0.43211652580469584
-27.02314,28.59389,03-02-2011,854.0,461.0,1322.0,1046.0,-0.2150735294117548,-0.4828939988782679
-27.3,28.586944,03-02-2011,2144.0,1005.0,3305.0,2463.0,-0.21306661772801957,-0.5336426914153009
-30.679722,26.7125,03-02-2011,1053.0,794.5,893.5,676.0,0.08194194708450644,-0.05864928909952259
-28.460833,21.248889,03-02-2011,2730.0,777.5,1946.0,1276.0,0.16766467065867904,-0.42904351018907916
-28.460833,21.248889,04-02-2011,2730.0,777.5,1946.0,1276.0,0.16766467065867904,-0.42904351018907916
-29.140556,31.391944,07-02-2011,,,,,,
-25.99136,27.84208,07-02-2011,29.5,1.0,149.0,119.0,-0.669467787114471,-0.986666666666009
-24.058889,31.237222,07-02-2011,2523.0,931.0,3026.0,2478.0,-0.09064696341683023,-0.5294414960828777
-26.73806,27.59194,07-02-2011,393.5,328.0,289.0,238.0,0.15311355311353067,0.06320907617503027
-30.86013889,29.07125,07-02-2011,2001.0,1549.0,1830.0,1543.0,0.04463586530931755,-0.08316069843148614
-27.356667,27.286389,07-02-2011,1746.0,837.5,2451.0,1766.0,-0.1679771265189381,-0.49064923217270817
-28.058889,30.373611,07-02-2011,2169.0,848.5,2580.0,1641.0,-0.08654453569172275,-0.5050313548198774
-27.01011111,26.69808333,08-02-2011,943.0,562.0,951.0,673.0,-0.004223864836325014,-0.2571050892266849
-27.169444,29.233889,08-02-2011,4930.0,4712.0,4681.0,4268.0,0.025907813963166933,0.0033003300330032652
-26.98472222,26.63227778,08-02-2011,2077.0,1055.0,2852.0,2308.0,-0.15723270440251252,-0.45994369081135245
-27.398611,26.614722,08-02-2011,2059.0,590.0,1871.0,1361.0,0.047837150127225246,-0.5205201137748671
-27.573056,24.746389,08-02-2011,2284.0,756.0,2507.0,1912.0,-0.04654560634522967,-0.5366227398099743
-33.501667,21.624167,08-02-2011,,,,,,
-32.502778,19.535833,08-02-2011,2478.0,777.0,2408.0,1803.0,0.01432664756446962,-0.5120879120878961
-25.45963889,28.26430556,08-02-2011,122.0,1.0,255.0,207.0,-0.3527851458885006,-0.9921874999996124
-26.970278,27.211111,09-02-2011,296.5,448.0,184.0,141.0,0.23413111342346846,0.41772151898727566
-27.273889,28.49,09-02-2011,681.5,503.0,658.5,457.0,0.017164179104476332,-0.133878605251818
-28.69485,28.23487,09-02-2011,490.5,162.5,425.0,324.0,0.07154560349534991,-0.4468085106382218
-28.883333,27.89,09-02-2011,2534.0,622.0,1859.0,1420.0,0.15365353972228196,-0.49858927851670704
-27.02314,28.59389,10-02-2011,854.0,461.0,1322.0,1046.0,-0.2150735294117548,-0.4828939988782679
-30.679722,26.7125,10-02-2011,1053.0,794.5,893.5,676.0,0.08194194708450644,-0.05864928909952259
-30.534167,24.961944,10-02-2011,1848.0,1074.0,2476.0,2075.0,-0.14523589269194853,-0.3949295774647776
-34.031944,22.053333,10-02-2011,,,,,,
-34.039722,22.133333,10-02-2011,,,,,,
-32.595833,19.009444,10-02-2011,,,,,,
-28.801278,31.955389,11-02-2011,2540.0,739.0,1981.0,1493.0,0.12364521123644938,-0.45661764705880675
-29.658056,25.973333,11-02-2011,1860.0,951.0,2599.5,2090.5,-0.16582576522031245,-0.46430080270383145
-28.068333,31.55,11-02-2011,2200.0,1013.5,3059.0,2668.0,-0.1633390378398904,-0.502271332105574
-28.760833,17.730278,13-02-2011,40.5,440.5,104.0,123.0,-0.43944636678170285,0.6179981634525954
-29.7775,29.470833,14-02-2011,1857.0,621.0,1945.0,1218.0,-0.023145712782745315,-0.5159781761496292
-29.987778,29.851667,14-02-2011,2692.0,654.0,2289.0,1462.0,0.08090744830355188,-0.5555555555555367
-29.744167,29.905833,14-02-2011,2594.0,1060.0,3037.0,2205.0,-0.07867163914047098,-0.4825482060043817
-26.861111,28.884722,14-02-2011,1393.0,530.5,2594.0,2407.0,-0.301228994231244,-0.660425668106876
-26.45,28.085833,14-02-2011,1935.0,832.5,3000.0,2256.0,-0.21580547112461568,-0.5655577299412768
-31.396,29.2651,14-02-2011,,,,,,
-25.20639,27.558,15-02-2011,1731.0,808.0,2023.0,1369.0,-0.07778369738944918,-0.42917696926879445
-24.69514,27.40906,15-02-2011,1663.0,835.5,1689.0,1098.0,-0.007756563245823157,-0.3380867498514423
-26.006389,29.253889,15-02-2011,697.5,307.5,1251.0,1177.0,-0.2840646651270062,-0.6053897978825405
-27.802778,28.768333,15-02-2011,1628.0,954.0,2067.5,1714.5,-0.1189284264646159,-0.3685255667714589
-27.398611,26.614722,15-02-2011,2059.0,590.0,1871.0,1361.0,0.047837150127225246,-0.5205201137748671
-27.671111,27.236944,15-02-2011,1501.0,886.0,1782.0,1303.0,-0.0855924459335947,-0.3358320839580084
-29.160278,26.573333,15-02-2011,2091.0,1140.0,2483.0,2088.0,-0.08570179274158099,-0.37068727573832816
-30.568333,29.422778,15-02-2011,2416.0,604.5,1988.0,1261.0,0.09718437783832659,-0.5336547733847431
-30.570833,29.150556,15-02-2011,1826.0,749.0,2397.5,1653.0,-0.13531431277376263,-0.52391546162401
-33.38056,19.30167,15-02-2011,1046.0,386.0,2039.0,1511.0,-0.3218800648298113,-0.6816494845360543
-33.31388889,19.07472222,15-02-2011,1792.0,366.5,1512.0,914.0,0.08474576271186184,-0.6097950492413835
-27.495556,26.074722,15-02-2011,1707.0,905.0,3384.0,2745.0,-0.32940483205656396,-0.577990207507564
-25.436111,31.982222,16-02-2011,1501.0,889.0,1899.0,1369.0,-0.11705882352940832,-0.36226685796268426
-24.39619444,27.08983333,16-02-2011,1602.0,879.0,1769.0,1375.0,-0.04954019578759865,-0.3361027190332199
-25.67386,31.57527,16-02-2011,2816.0,655.0,1952.0,1025.0,0.18120805369127135,-0.49750671269656704
-30.733889,29.828333,16-02-2011,2265.0,840.5,2412.0,1693.0,-0.031430404105194966,-0.4831667947732365
-30.398056,30.601944,16-02-2011,2740.0,590.5,1647.0,872.0,0.24914520173238547,-0.47217877094969957
-27.273889,28.49,16-02-2011,681.5,503.0,658.5,457.0,0.017164179104476332,-0.133878605251818
-27.3,28.586944,16-02-2011,2144.0,1005.0,3305.0,2463.0,-0.21306661772801957,-0.5336426914153009
-27.044444,27.005,16-02-2011,2024.0,1084.0,3427.5,2335.0,-0.25745207740988246,-0.5194502936938818
-30.86013889,29.07125,16-02-2011,2001.0,1549.0,1830.0,1543.0,0.04463586530931755,-0.08316069843148614
-30.77586667,29.03221667,16-02-2011,1987.0,804.5,2792.0,2089.0,-0.1684452814396282,-0.5526206033643667
-33.13083,18.86278,16-02-2011,3306.0,645.0,809.0,416.0,0.6068043742405684,-0.11279229711140902
-24.925278,29.324444,17-02-2011,1707.0,663.0,2529.0,1874.0,-0.19405099150141183,-0.5845864661653952
-27.00222,28.76528,17-02-2011,1354.0,789.5,1991.0,1548.5,-0.19043348281015873,-0.43211652580469584
-27.02314,28.59389,17-02-2011,854.0,461.0,1322.0,1046.0,-0.2150735294117548,-0.4828939988782679
-22.43772222,31.07805556,18-02-2011,2634.0,1104.0,2937.0,2404.0,-0.054388799138394284,-0.4536005939123867
-29.803611,30.516111,18-02-2011,2862.0,709.5,1830.0,1076.0,0.21994884910485465,-0.441228588304767
-25.99136,27.84208,21-02-2011,29.5,1.0,149.0,119.0,-0.669467787114471,-0.986666666666009
-26.861111,28.884722,21-02-2011,1393.0,530.5,2594.0,2407.0,-0.301228994231244,-0.660425668106876
-26.73806,27.59194,21-02-2011,393.5,328.0,289.0,238.0,0.15311355311353067,0.06320907617503027
-26.45,28.085833,21-02-2011,1935.0,832.5,3000.0,2256.0,-0.21580547112461568,-0.5655577299412768
-27.01011111,26.69808333,22-02-2011,943.0,562.0,951.0,673.0,-0.004223864836325014,-0.2571050892266849
-27.169444,29.233889,22-02-2011,4930.0,4712.0,4681.0,4268.0,0.025907813963166933,0.0033003300330032652
-26.98472222,26.63227778,22-02-2011,2077.0,1055.0,2852.0,2308.0,-0.15723270440251252,-0.45994369081135245
-27.398611,26.614722,22-02-2011,2059.0,590.0,1871.0,1361.0,0.047837150127225246,-0.5205201137748671
-29.160278,26.573333,22-02-2011,2091.0,1140.0,2483.0,2088.0,-0.08570179274158099,-0.37068727573832816
-33.818056,19.694722,22-02-2011,2332.0,689.5,1348.0,894.0,0.2673913043478188,-0.3231901840490639
-25.81048333,27.90955222,23-02-2011,34.0,1.0,150.0,122.0,-0.6304347826083531,-0.9867549668867638
-29.641944,30.6875,23-02-2011,2222.0,707.0,2053.0,1268.0,0.039532163742689135,-0.4876811594202722
-34.065833,20.404167,23-02-2011,871.0,191.0,531.0,251.0,0.24251069900140923,-0.4709141274237575
-33.980556,21.653333,23-02-2011,,,,,,
-22.769722,30.886944,23-02-2011,2554.0,814.0,2754.0,1871.0,-0.0376789751318757,-0.5437219730941552
-27.00222,28.76528,23-02-2011,1354.0,789.5,1991.0,1548.5,-0.19043348281015873,-0.43211652580469584
-27.02314,28.59389,23-02-2011,854.0,461.0,1322.0,1046.0,-0.2150735294117548,-0.4828939988782679
-27.38972222,26.46388889,23-02-2011,36.0,197.5,442.0,302.0,-0.8493723849370608,-0.38232994526968217
-27.398611,26.614722,23-02-2011,2059.0,590.0,1871.0,1361.0,0.047837150127225246,-0.5205201137748671
-27.671111,27.236944,23-02-2011,1501.0,886.0,1782.0,1303.0,-0.0855924459335947,-0.3358320839580084
-27.356667,27.286389,23-02-2011,1746.0,837.5,2451.0,1766.0,-0.1679771265189381,-0.49064923217270817
-33.897778,20.012778,23-02-2011,1571.0,353.0,828.0,489.0,0.3097123801583864,-0.4022015241320574
-23.763056,27.908611,24-02-2011,1870.0,988.0,2787.0,2007.0,-0.19690788060983042,-0.47655629139071587
-23.23572222,27.717,24-02-2011,1297.0,688.0,1774.0,1564.0,-0.15532399869748761,-0.4411047928513224
-28.44555556,32.325,24-02-2011,2628.0,1027.0,2724.0,2120.0,-0.017937219730941367,-0.45241268994933476
-30.679722,26.7125,24-02-2011,1053.0,794.5,893.5,676.0,0.08194194708450644,-0.05864928909952259
-30.160091,27.40124,24-02-2011,2222.0,1092.0,2898.0,2310.0,-0.1320312499999974,-0.45263157894735706
-30.336111,27.359444,24-02-2011,937.5,878.5,831.0,683.0,0.06022052586937742,0.027785902310615514
-28.460833,21.248889,24-02-2011,2730.0,777.5,1946.0,1276.0,0.16766467065867904,-0.42904351018907916
-22.91028,29.61111,25-02-2011,1930.0,791.5,1794.0,1371.0,0.03651987110633629,-0.3877393154128645
-28.760833,17.730278,27-02-2011,40.5,440.5,104.0,123.0,-0.43944636678170285,0.6179981634525954
-24.183889,30.823889,01-03-2011,2504.0,987.0,2789.0,2164.0,-0.05384470054789243,-0.4772245762711738
-27.398611,26.614722,01-03-2011,2059.0,590.0,1871.0,1361.0,0.047837150127225246,-0.5205201137748671
-27.671111,27.236944,01-03-2011,1501.0,886.0,1782.0,1303.0,-0.0855924459335947,-0.3358320839580084
-29.160278,26.573333,01-03-2011,2091.0,1140.0,2483.0,2088.0,-0.08570179274158099,-0.37068727573832816
-27.495556,26.074722,01-03-2011,1707.0,905.0,3384.0,2745.0,-0.32940483205656396,-0.577990207507564
-23.658056,31.05,02-03-2011,2719.0,1035.0,3371.0,2725.0,-0.10706075533661565,-0.5301861098501922
-26.648056,27.089444,02-03-2011,1719.0,853.5,2769.0,1906.5,-0.23395721925133167,-0.528778467908888
-27.802778,28.768333,02-03-2011,1628.0,954.0,2067.5,1714.5,-0.1189284264646159,-0.3685255667714589
-24.679167,30.8025,03-03-2011,2175.0,821.0,2638.0,2052.0,-0.09619779763141292,-0.5252963284186029
-27.273889,28.49,03-03-2011,681.5,503.0,658.5,457.0,0.017164179104476332,-0.133878605251818
-27.3,28.586944,03-03-2011,2144.0,1005.0,3305.0,2463.0,-0.21306661772801957,-0.5336426914153009
-30.679722,26.7125,03-03-2011,1053.0,794.5,893.5,676.0,0.08194194708450644,-0.05864928909952259
-27.02314,28.59389,04-03-2011,854.0,461.0,1322.0,1046.0,-0.2150735294117548,-0.4828939988782679
-25.99136,27.84208,07-03-2011,29.5,1.0,149.0,119.0,-0.669467787114471,-0.986666666666009
-31.554722,29.245556,07-03-2011,,,,,,
-27.01011111,26.69808333,08-03-2011,943.0,562.0,951.0,673.0,-0.004223864836325014,-0.2571050892266849
-27.802778,28.768333,08-03-2011,1628.0,954.0,2067.5,1714.5,-0.1189284264646159,-0.3685255667714589
-26.98472222,26.63227778,08-03-2011,2077.0,1055.0,2852.0,2308.0,-0.15723270440251252,-0.45994369081135245
-27.398611,26.614722,08-03-2011,2059.0,590.0,1871.0,1361.0,0.047837150127225246,-0.5205201137748671
-27.671111,27.236944,08-03-2011,1501.0,886.0,1782.0,1303.0,-0.0855924459335947,-0.3358320839580084
-29.160278,26.573333,08-03-2011,2091.0,1140.0,2483.0,2088.0,-0.08570179274158099,-0.37068727573832816
-31.396,29.2651,08-03-2011,,,,,,
-25.45963889,28.26430556,08-03-2011,122.0,1.0,255.0,207.0,-0.3527851458885006,-0.9921874999996124
-25.81048333,27.90955222,09-03-2011,34.0,1.0,150.0,122.0,-0.6304347826083531,-0.9867549668867638
-22.225556,29.990556,09-03-2011,378.0,742.0,520.5,506.0,-0.15859766277126783,0.17544554455444153
-26.03611,30.99778,09-03-2011,2061.0,711.5,2027.5,1398.0,0.008193714076066817,-0.48046732384080026
-28.404444,30.013056,09-03-2011,2145.0,945.5,3328.0,2429.0,-0.21615201900237135,-0.5575055575055444
-29.380556,30.2775,09-03-2011,2406.0,631.0,2019.0,1155.5,0.08745762711864209,-0.5237735849056406
-26.648056,27.089444,09-03-2011,1719.0,853.5,2769.0,1906.5,-0.23395721925133167,-0.528778467908888
-26.970278,27.211111,09-03-2011,296.5,448.0,184.0,141.0,0.23413111342346846,0.41772151898727566
-27.273889,28.49,09-03-2011,681.5,503.0,658.5,457.0,0.017164179104476332,-0.133878605251818
-27.3,28.586944,09-03-2011,2144.0,1005.0,3305.0,2463.0,-0.21306661772801957,-0.5336426914153009
-27.044444,27.005,09-03-2011,2024.0,1084.0,3427.5,2335.0,-0.25745207740988246,-0.5194502936938818
-28.69485,28.23487,09-03-2011,490.5,162.5,425.0,324.0,0.07154560349534991,-0.4468085106382218
-28.883333,27.89,09-03-2011,2534.0,622.0,1859.0,1420.0,0.15365353972228196,-0.49858927851670704
-30.568333,29.422778,09-03-2011,2416.0,604.5,1988.0,1261.0,0.09718437783832659,-0.5336547733847431
-30.570833,29.150556,09-03-2011,1826.0,749.0,2397.5,1653.0,-0.13531431277376263,-0.52391546162401
-34.329722,18.990278,09-03-2011,1.0,214.0,1580.0,935.0,-0.9987349778620493,-0.7614269788182407
-30.830556,26.921389,10-03-2011,2143.0,746.0,2137.0,1607.0,0.0014018691588784718,-0.48248352410681644
-25.49037,30.6986,10-03-2011,2293.0,614.5,1966.0,1291.5,0.0767785865226561,-0.5237357101336747
-29.380556,30.2775,10-03-2011,2406.0,631.0,2019.0,1155.5,0.08745762711864209,-0.5237735849056406
