Latitude,Longitude,Sample Date,pet,ppt,tmax,soil,aet
-30.160091,27.40124,06-01-2011,57.4,53.800000000000004,14.62,15.900001,54.0
-32.595833,19.009444,06-01-2011,52.7,73.2,19.279999,19.1,52.7
-25.99136,27.84208,10-01-2011,173.2,48.0,28.539999,6.3,46.7
-26.73806,27.59194,10-01-2011,179.40001,39.5,28.34,5.3,38.5
-26.45,28.085833,10-01-2011,172.90001,45.300000000000004,27.91,5.6,43.9
-30.86013889,29.07125,10-01-2011,138.0,28.8,25.609999,9.900001,30.1
-27.356667,27.286389,10-01-2011,185.8,31.6,29.06,3.7,30.5
-27.01011111,26.69808333,11-01-2011,191.7,44.300000000000004,30.09,2.3,42.3
-25.73411,27.21422,11-01-2011,182.5,56.2,29.99,5.6,54.2
-26.98472222,26.63227778,11-01-2011,192.0,44.300000000000004,30.16,2.7,42.4
-27.398611,26.614722,11-01-2011,197.40001,45.2,30.63,2.7,43.2
-27.671111,27.236944,11-01-2011,192.1,42.2,30.029999,2.9,40.5
-29.160278,26.573333,11-01-2011,199.1,29.5,29.3,2.7,28.4
-34.250556,20.9925,11-01-2011,140.2,51.900000000000006,24.189999,12.3,52.8
-25.45963889,28.26430556,11-01-2011,182.8,54.2,31.4,5.7000003,52.2
-25.81048333,27.90955222,12-01-2011,164.1,100.5,28.97,5.1,96.1
-27.273889,28.49,12-01-2011,164.3,104.7,27.599998,4.4,100.1
-27.4275,28.525833,12-01-2011,163.6,107.7,27.46,3.8,102.8
-28.883333,27.89,12-01-2011,164.2,105.80000000000001,26.349998,3.3,101.0
-27.00222,28.76528,13-01-2011,161.6,95.4,27.63,5.0,91.200005
-27.02314,28.59389,13-01-2011,163.1,97.60000000000001,27.8,4.8,93.3
-30.534167,24.961944,13-01-2011,205.0,44.900000000000006,29.9,0.0,42.600002
-28.460833,21.248889,13-01-2011,244.7,52.300000000000004,33.62,0.0,49.600002
-29.658056,25.973333,14-01-2011,186.90001,71.0,28.289999,2.2,67.700005
-28.760833,17.730278,16-01-2011,257.5,1.3,34.98,0.0,1.2
-25.513889,31.224444,17-01-2011,149.40001,105.80000000000001,28.0,13.2,102.200005
-26.861111,28.884722,17-01-2011,161.0,89.0,27.43,5.2000003,85.200005
-31.554722,29.245556,17-01-2011,123.700005,106.2,24.68,36.100002,115.3
-28.058889,30.373611,17-01-2011,158.0,99.60000000000001,28.029999,4.2000003,95.0
-25.127778,27.628889,18-01-2011,169.3,112.2,31.17,6.1,107.1
-25.20639,27.558,18-01-2011,170.0,112.9,31.109999,6.5,108.0
-24.69514,27.40906,18-01-2011,172.90001,121.0,31.609999,7.0,115.6
-25.681111,31.783333,18-01-2011,149.2,65.4,29.599998,10.7,63.100002
-27.802778,28.768333,18-01-2011,159.1,107.80000000000001,26.91,3.3,102.8
-27.398611,26.614722,18-01-2011,191.90001,84.9,29.939999,2.5,80.9
-31.104278,29.399722,18-01-2011,134.1,101.80000000000001,25.75,21.6,115.700005
-31.396,29.2651,18-01-2011,134.5,98.7,25.96,23.9,119.5
-33.38056,19.30167,18-01-2011,194.3,13.4,26.59,8.2,14.400001
-33.31388889,19.07472222,18-01-2011,205.90001,13.8,29.13,10.2,15.1
-27.495556,26.074722,18-01-2011,194.2,79.9,29.939999,2.8,76.3
-24.39619444,27.08983333,19-01-2011,169.2,96.5,31.679998,8.400001,92.6
-26.970278,27.211111,19-01-2011,173.90001,96.2,28.859999,3.5,91.8
-26.880278,26.965,19-01-2011,175.5,93.9,29.15,3.3,89.6
-27.273889,28.49,19-01-2011,164.3,104.7,27.599998,4.4,100.1
-27.3,28.586944,19-01-2011,163.40001,103.80000000000001,27.63,4.2000003,99.1
-27.044444,27.005,19-01-2011,178.7,93.5,29.25,3.3,89.200005
-30.568333,29.422778,19-01-2011,137.7,105.30000000000001,24.699999,8.5,101.5
-30.570833,29.150556,19-01-2011,138.90001,108.5,24.51,6.5,104.1
-34.031944,22.053333,19-01-2011,157.5,20.200000000000003,25.33,7.0,20.6
-33.13083,18.86278,19-01-2011,207.1,12.200000000000001,29.59,7.5,12.7
-33.7075,18.97444444,19-01-2011,200.3,19.6,28.39,11.8,21.2
-25.57877778,29.12747222,19-01-2011,161.6,102.30000000000001,29.429998,4.8,97.8
-26.006389,29.253889,20-01-2011,152.0,96.5,27.09,5.5,92.3
-27.02314,28.59389,20-01-2011,163.1,97.60000000000001,27.8,4.8,93.3
-30.679722,26.7125,20-01-2011,180.90001,68.10000000000001,28.599998,2.1000001,64.9
-28.460833,21.248889,20-01-2011,244.7,52.300000000000004,33.62,0.0,49.600002
-30.77586667,29.03221667,20-01-2011,141.5,104.30000000000001,26.0,6.6,100.200005
-24.925278,29.324444,21-01-2011,162.40001,109.5,30.97,4.0,104.5
-28.460833,21.248889,21-01-2011,244.7,52.300000000000004,33.62,0.0,49.600002
-24.679167,30.8025,24-01-2011,143.3,149.0,25.99,16.7,141.7
-25.99136,27.84208,24-01-2011,161.1,98.5,28.039999,4.9,94.200005
-25.49037,30.6986,24-01-2011,144.7,122.5,26.84,17.2,118.4
-26.970278,27.211111,24-01-2011,173.90001,96.2,28.859999,3.5,91.8
-27.671111,27.236944,24-01-2011,182.90001,94.2,29.48,2.7,89.8
-27.356667,27.286389,24-01-2011,182.40001,94.80000000000001,29.23,3.0,90.4
-27.01011111,26.69808333,25-01-2011,183.5,90.9,29.289999,2.2,86.6
-26.98472222,26.63227778,25-01-2011,181.40001,91.80000000000001,29.349998,2.5,87.4
-27.398611,26.614722,25-01-2011,191.90001,84.9,29.939999,2.5,80.9
-33.818056,19.694722,25-01-2011,201.8,12.3,28.73,6.2000003,12.900001
-25.45963889,28.26430556,25-01-2011,164.5,104.7,29.849998,5.1,100.0
-33.897778,20.012778,25-01-2011,196.1,11.0,29.26,4.9,11.3
-25.81048333,27.90955222,26-01-2011,164.1,100.5,28.97,5.1,96.1
-34.065833,20.404167,26-01-2011,179.3,12.700000000000001,29.189999,6.2000003,13.2
-24.058889,31.237222,26-01-2011,154.6,63.300000000000004,31.59,1.4,60.100002
-26.648056,27.089444,26-01-2011,170.90001,93.9,28.599998,3.4,89.6
-26.880278,26.965,26-01-2011,175.5,93.9,29.15,3.3,89.6
-27.273889,28.49,26-01-2011,164.3,104.7,27.599998,4.4,100.1
-27.044444,27.005,26-01-2011,178.7,93.5,29.25,3.3,89.200005
-34.092222,21.295278,26-01-2011,173.1,16.6,27.42,5.4,16.9
-27.02314,28.59389,27-01-2011,163.1,97.60000000000001,27.8,4.8,93.3
-26.73806,27.59194,27-01-2011,168.1,96.30000000000001,28.13,4.1,92.0
-28.760833,17.730278,30-01-2011,257.5,1.3,34.98,0.0,1.2
-26.861111,28.884722,31-01-2011,161.0,89.0,27.43,5.2000003,85.200005
-26.73806,27.59194,31-01-2011,168.1,96.30000000000001,28.13,4.1,92.0
-25.127778,27.628889,01-02-2011,169.3,112.2,31.17,6.1,107.1
-24.69514,27.40906,01-02-2011,172.90001,121.0,31.609999,7.0,115.6
-27.363611,31.783333,01-02-2011,154.40001,75.0,30.019999,10.6,72.3
-27.802778,28.768333,01-02-2011,159.1,107.80000000000001,26.91,3.3,102.8
-29.160278,26.573333,01-02-2011,190.1,84.30000000000001,28.949999,2.4,80.4
-34.329722,18.990278,01-02-2011,158.2,23.5,23.05,17.9,27.2
-25.20639,27.558,02-02-2011,170.0,112.9,31.109999,6.5,108.0
-23.281,30.54305556,03-02-2011,154.40001,99.5,30.859999,6.2000003,95.0
-28.801278,31.955389,03-02-2011,150.2,89.60000000000001,28.939999,11.0,87.6
-27.00222,28.76528,03-02-2011,161.6,95.4,27.63,5.0,91.200005
-27.02314,28.59389,03-02-2011,163.1,97.60000000000001,27.8,4.8,93.3
-27.3,28.586944,03-02-2011,163.40001,103.80000000000001,27.63,4.2000003,99.1
-30.679722,26.7125,03-02-2011,180.90001,68.10000000000001,28.599998,2.1000001,64.9
-28.460833,21.248889,03-02-2011,244.7,52.300000000000004,33.62,0.0,49.600002
-28.460833,21.248889,04-02-2011,244.7,52.300000000000004,33.62,0.0,49.600002
-29.140556,31.391944,07-02-2011,143.5,108.7,28.07,4.8,103.6
-25.99136,27.84208,07-02-2011,161.1,98.5,28.039999,4.9,94.200005
-24.058889,31.237222,07-02-2011,154.6,63.300000000000004,31.59,1.4,60.100002
-26.73806,27.59194,07-02-2011,168.1,96.30000000000001,28.13,4.1,92.0
-30.86013889,29.07125,07-02-2011,140.6,101.60000000000001,26.07,7.0,97.700005
-27.356667,27.286389,07-02-2011,182.40001,94.80000000000001,29.23,3.0,90.4
-28.058889,30.373611,07-02-2011,158.0,99.60000000000001,28.029999,4.2000003,95.0
-27.01011111,26.69808333,08-02-2011,183.5,90.9,29.289999,2.2,86.6
-27.169444,29.233889,08-02-2011,157.3,90.0,26.93,4.0,86.0
-26.98472222,26.63227778,08-02-2011,181.40001,91.80000000000001,29.349998,2.5,87.4
-27.398611,26.614722,08-02-2011,191.90001,84.9,29.939999,2.5,80.9
-27.573056,24.746389,08-02-2011,208.40001,75.2,31.66,0.4,71.5
-33.501667,21.624167,08-02-2011,189.1,13.0,27.64,0.1,12.400001
-32.502778,19.535833,08-02-2011,233.40001,4.800000000000001,30.92,1.3000001,4.7000003
-25.45963889,28.26430556,08-02-2011,164.5,104.7,29.849998,5.1,100.0
-26.970278,27.211111,09-02-2011,173.90001,96.2,28.859999,3.5,91.8
-27.273889,28.49,09-02-2011,164.3,104.7,27.599998,4.4,100.1
-28.69485,28.23487,09-02-2011,160.7,103.4,25.769999,3.1000001,98.6
-28.883333,27.89,09-02-2011,164.2,105.80000000000001,26.349998,3.3,101.0
-27.02314,28.59389,10-02-2011,163.1,97.60000000000001,27.8,4.8,93.3
-30.679722,26.7125,10-02-2011,180.90001,68.10000000000001,28.599998,2.1000001,64.9
-30.534167,24.961944,10-02-2011,205.0,44.900000000000006,29.9,0.0,42.600002
-34.031944,22.053333,10-02-2011,157.5,20.200000000000003,25.33,7.0,20.6
-34.039722,22.133333,10-02-2011,156.0,21.1,25.16,7.3,21.6
-32.595833,19.009444,10-02-2011,218.5,7.300000000000001,30.83,6.1,7.6
-28.801278,31.955389,11-02-2011,150.2,89.60000000000001,28.939999,11.0,87.6
-29.658056,25.973333,11-02-2011,186.90001,71.0,28.289999,2.2,67.700005
-28.068333,31.55,11-02-2011,159.1,77.30000000000001,30.42,2.3,73.5
-28.760833,17.730278,13-02-2011,257.5,1.3,34.98,0.0,1.2
-29.7775,29.470833,14-02-2011,138.3,148.1,24.17,8.900001,138.3
-29.987778,29.851667,14-02-2011,136.0,127.0,25.42,10.8,122.4
-29.744167,29.905833,14-02-2011,141.6,126.30000000000001,26.31,8.7,121.1
-26.861111,28.884722,14-02-2011,161.0,89.0,27.43,5.2000003,85.200005
-26.45,28.085833,14-02-2011,162.5,90.0,27.789999,4.5,86.0
-31.396,29.2651,14-02-2011,134.5,98.7,25.96,23.9,119.5
-25.20639,27.558,15-02-2011,170.0,112.9,31.109999,6.5,108.0
-24.69514,27.40906,15-02-2011,172.90001,121.0,31.609999,7.0,115.6
-26.006389,29.253889,15-02-2011,152.0,96.5,27.09,5.5,92.3
-27.802778,28.768333,15-02-2011,159.1,107.80000000000001,26.91,3.3,102.8
-27.398611,26.614722,15-02-2011,191.90001,84.9,29.939999,2.5,80.9
-27.671111,27.236944,15-02-2011,182.90001,94.2,29.48,2.7,89.8
-29.160278,26.573333,15-02-2011,190.1,84.30000000000001,28.949999,2.4,80.4
-30.568333,29.422778,15-02-2011,137.7,105.30000000000001,24.699999,8.5,101.5
-30.570833,29.150556,15-02-2011,138.90001,108.5,24.51,6.5,104.1
-33.38056,19.30167,15-02-2011,194.3,13.4,26.59,8.2,14.400001
-33.31388889,19.07472222,15-02-2011,205.90001,13.8,29.13,10.2,15.1
-27.495556,26.074722,15-02-2011,194.2,79.9,29.939999,2.8,76.3
-25.436111,31.982222,16-02-2011,148.90001,61.800000000000004,30.689999,12.400001,60.0
-24.39619444,27.08983333,16-02-2011,169.2,96.5,31.679998,8.400001,92.6
-25.67386,31.57527,16-02-2011,154.8,81.0,30.3,11.400001,78.1
-30.733889,29.828333,16-02-2011,132.40001,114.80000000000001,25.43,33.100002,120.0
-30.398056,30.601944,16-02-2011,134.7,125.4,26.41,49.0,127.0
-27.273889,28.49,16-02-2011,164.3,104.7,27.599998,4.4,100.1
-27.3,28.586944,16-02-2011,163.40001,103.80000000000001,27.63,4.2000003,99.1
-27.044444,27.005,16-02-2011,178.7,93.5,29.25,3.3,89.200005
-30.86013889,29.07125,16-02-2011,140.6,101.60000000000001,26.07,7.0,97.700005
-30.77586667,29.03221667,16-02-2011,141.5,104.30000000000001,26.0,6.6,100.200005
-33.13083,18.86278,16-02-2011,207.1,12.200000000000001,29.59,7.5,12.7
-24.925278,29.324444,17-02-2011,162.40001,109.5,30.97,4.0,104.5
-27.00222,28.76528,17-02-2011,161.6,95.4,27.63,5.0,91.200005
-27.02314,28.59389,17-02-2011,163.1,97.60000000000001,27.8,4.8,93.3
-22.43772222,31.07805556,18-02-2011,172.0,112.30000000000001,33.94,0.5,106.700005
-29.803611,30.516111,18-02-2011,134.2,120.7,26.14,11.3,116.5
-25.99136,27.84208,21-02-2011,161.1,98.5,28.039999,4.9,94.200005
-26.861111,28.884722,21-02-2011,161.0,89.0,27.43,5.2000003,85.200005
-26.73806,27.59194,21-02-2011,168.1,96.30000000000001,28.13,4.1,92.0
-26.45,28.085833,21-02-2011,162.5,90.0,27.789999,4.5,86.0
-27.01011111,26.69808333,22-02-2011,183.5,90.9,29.289999,2.2,86.6
-27.169444,29.233889,22-02-2011,157.3,90.0,26.93,4.0,86.0
-26.98472222,26.63227778,22-02-2011,181.40001,91.80000000000001,29.349998,2.5,87.4
-27.398611,26.614722,22-02-2011,191.90001,84.9,29.939999,2.5,80.9
-29.160278,26.573333,22-02-2011,190.1,84.30000000000001,28.949999,2.4,80.4
-33.818056,19.694722,22-02-2011,201.8,12.3,28.73,6.2000003,12.900001
-25.81048333,27.90955222,23-02-2011,164.1,100.5,28.97,5.1,96.1
-29.641944,30.6875,23-02-2011,139.7,111.0,27.15,10.400001,107.1
-34.065833,20.404167,23-02-2011,179.3,12.700000000000001,29.189999,6.2000003,13.2
-33.980556,21.653333,23-02-2011,164.5,15.8,26.83,4.6,15.8
-22.769722,30.886944,23-02-2011,159.8,120.60000000000001,32.01,5.5,114.9
-27.00222,28.76528,23-02-2011,161.6,95.4,27.63,5.0,91.200005
-27.02314,28.59389,23-02-2011,163.1,97.60000000000001,27.8,4.8,93.3
-27.38972222,26.46388889,23-02-2011,193.3,83.7,30.07,2.6000001,79.8
-27.398611,26.614722,23-02-2011,191.90001,84.9,29.939999,2.5,80.9
-27.671111,27.236944,23-02-2011,182.90001,94.2,29.48,2.7,89.8
-27.356667,27.286389,23-02-2011,182.40001,94.80000000000001,29.23,3.0,90.4
-33.897778,20.012778,23-02-2011,196.1,11.0,29.26,4.9,11.3
-23.763056,27.908611,24-02-2011,156.3,109.0,30.519999,5.5,104.1
-23.23572222,27.717,24-02-2011,162.0,82.0,31.82,0.5,77.9
-28.44555556,32.325,24-02-2011,144.8,85.4,28.019999,17.2,87.5
-30.679722,26.7125,24-02-2011,180.90001,68.10000000000001,28.599998,2.1000001,64.9
-30.160091,27.40124,24-02-2011,171.3,84.5,27.289999,3.6000001,80.700005
-30.336111,27.359444,24-02-2011,171.90001,82.9,27.3,3.8,79.3
-28.460833,21.248889,24-02-2011,244.7,52.300000000000004,33.62,0.0,49.600002
-22.91028,29.61111,25-02-2011,151.90001,112.60000000000001,30.48,1.2,107.0
-28.760833,17.730278,27-02-2011,257.5,1.3,34.98,0.0,1.2
-24.183889,30.823889,01-03-2011,152.3,94.10000000000001,30.939999,7.0,90.0
-27.398611,26.614722,01-03-2011,191.90001,84.9,29.939999,2.5,80.9
-27.671111,27.236944,01-03-2011,182.90001,94.2,29.48,2.7,89.8
-29.160278,26.573333,01-03-2011,190.1,84.30000000000001,28.949999,2.4,80.4
-27.495556,26.074722,01-03-2011,194.2,79.9,29.939999,2.8,76.3
-23.658056,31.05,02-03-2011,156.40001,65.4,31.859999,1.2,62.2
-26.648056,27.089444,02-03-2011,170.90001,93.9,28.599998,3.4,89.6
-27.802778,28.768333,02-03-2011,159.1,107.80000000000001,26.91,3.3,102.8
-24.679167,30.8025,03-03-2011,143.3,149.0,25.99,16.7,141.7
-27.273889,28.49,03-03-2011,164.3,104.7,27.599998,4.4,100.1
-27.3,28.586944,03-03-2011,163.40001,103.80000000000001,27.63,4.2000003,99.1
-30.679722,26.7125,03-03-2011,180.90001,68.10000000000001,28.599998,2.1000001,64.9
-27.02314,28.59389,04-03-2011,163.1,97.60000000000001,27.8,4.8,93.3
-25.99136,27.84208,07-03-2011,161.1,98.5,28.039999,4.9,94.200005
-31.554722,29.245556,07-03-2011,123.700005,106.2,24.68,36.100002,115.3
-27.01011111,26.69808333,08-03-2011,183.5,90.9,29.289999,2.2,86.6
-27.802778,28.768333,08-03-2011,159.1,107.80000000000001,26.91,3.3,102.8
-26.98472222,26.63227778,08-03-2011,181.40001,91.80000000000001,29.349998,2.5,87.4
-27.398611,26.614722,08-03-2011,191.90001,84.9,29.939999,2.5,80.9
-27.671111,27.236944,08-03-2011,182.90001,94.2,29.48,2.7,89.8
-29.160278,26.573333,08-03-2011,190.1,84.30000000000001,28.949999,2.4,80.4
-31.396,29.2651,08-03-2011,134.5,98.7,25.96,23.9,119.5
-25.45963889,28.26430556,08-03-2011,164.5,104.7,29.849998,5.1,100.0
-25.81048333,27.90955222,09-03-2011,164.1,100.5,28.97,5.1,96.1
-22.225556,29.990556,09-03-2011,164.1,78.7,32.969997,0.2,74.8
-26.03611,30.99778,09-03-2011,155.6,142.70000000000002,28.119999,15.5,137.7
-28.404444,30.013056,09-03-2011,160.6,99.7,29.06,3.4,95.0
-29.380556,30.2775,09-03-2011,134.90001,117.4,25.3,9.0,112.8
-26.648056,27.089444,09-03-2011,170.90001,93.9,28.599998,3.4,89.6
-26.970278,27.211111,09-03-2011,173.90001,96.2,28.859999,3.5,91.8
-27.273889,28.49,09-03-2011,164.3,104.7,27.599998,4.4,100.1
-27.3,28.586944,09-03-2011,163.40001,103.80000000000001,27.63,4.2000003,99.1
-27.044444,27.005,09-03-2011,178.7,93.5,29.25,3.3,89.200005
-28.69485,28.23487,09-03-2011,160.7,103.4,25.769999,3.1000001,98.6
-28.883333,27.89,09-03-2011,164.2,105.80000000000001,26.349998,3.3,101.0
-30.568333,29.422778,09-03-2011,137.7,105.30000000000001,24.699999,8.5,101.5
-30.570833,29.150556,09-03-2011,138.90001,108.5,24.51,6.5,104.1
-34.329722,18.990278,09-03-2011,158.2,23.5,23.05,17.9,27.2
-30.830556,26.921389,10-03-2011,175.90001,68.9,27.859999,2.7,65.8
-25.49037,30.6986,10-03-2011,144.7,122.5,26.84,17.2,118.4
-29.380556,30.2775,10-03-2011,134.90001,117.4,25.3,9.0,112.8
-30.86013889,29.07125,10-03-2011,140.6,101.60000000000001,26.07,7.0,97.700005
-30.77586667,29.03221667,10-03-2011,141.5,104.30000000000001,26.0,6.6,100.200005
-29.658056,25.973333,11-03-2011,186.90001,71.0,28.289999,2.2,67.700005
-30.534167,24.961944,11-03-2011,205.0,44.900000000000006,29.9,0.0,42.600002
-31.031389,28.883333,11-03-2011,138.90001,102.10000000000001,25.63,7.0,98.0
-34.039722,22.133333,11-03-2011,156.0,21.1,25.16,7.3,21.6
-28.760833,17.730278,13-03-2011,257.5,1.3,34.98,0.0,1.2
-29.7775,29.470833,14-03-2011,138.3,148.1,24.17,8.900001,138.3
-29.987778,29.851667,14-03-2011,136.0,127.0,25.42,10.8,122.4
-29.744167,29.905833,14-03-2011,141.6,126.30000000000001,26.31,8.7,121.1
-26.861111,28.884722,14-03-2011,161.0,89.0,27.43,5.2000003,85.200005
-26.73806,27.59194,14-03-2011,168.1,96.30000000000001,28.13,4.1,92.0
-26.45,28.085833,14-03-2011,162.5,90.0,27.789999,4.5,86.0
-25.127778,27.628889,15-03-2011,169.3,112.2,31.17,6.1,107.1
-25.20639,27.558,15-03-2011,170.0,112.9,31.109999,6.5,108.0
-24.69514,27.40906,15-03-2011,172.90001,121.0,31.609999,7.0,115.6
-25.73411,27.21422,15-03-2011,164.0,114.0,28.75,4.9,108.9
-26.006389,29.253889,15-03-2011,152.0,96.5,27.09,5.5,92.3
-28.747778,31.745833,15-03-2011,152.90001,97.7,29.599998,6.4,93.6
-30.733889,29.828333,15-03-2011,132.40001,114.80000000000001,25.43,33.100002,120.0
-27.398611,26.614722,15-03-2011,191.90001,84.9,29.939999,2.5,80.9
-27.495556,26.074722,15-03-2011,194.2,79.9,29.939999,2.8,76.3
-24.282222,28.090278,16-03-2011,155.40001,99.0,29.25,6.6,94.8
-30.398056,30.601944,16-03-2011,134.7,125.4,26.41,49.0,127.0
-30.27402,30.69602,16-03-2011,134.40001,124.0,26.349998,34.100002,124.4
-26.880278,26.965,16-03-2011,175.5,93.9,29.15,3.3,89.6
-27.273889,28.49,16-03-2011,164.3,104.7,27.599998,4.4,100.1
-34.031944,22.053333,16-03-2011,157.5,20.200000000000003,25.33,7.0,20.6
-23.763056,27.908611,17-03-2011,156.3,109.0,30.519999,5.5,104.1
-27.00222,28.76528,17-03-2011,161.6,95.4,27.63,5.0,91.200005
-27.02314,28.59389,17-03-2011,163.1,97.60000000000001,27.8,4.8,93.3
-24.925278,29.324444,18-03-2011,162.40001,109.5,30.97,4.0,104.5
-29.803611,30.516111,18-03-2011,134.2,120.7,26.14,11.3,116.5
-26.970278,27.211111,21-03-2011,173.90001,96.2,28.859999,3.5,91.8
-27.01011111,26.69808333,22-03-2011,183.5,90.9,29.289999,2.2,86.6
-25.99136,27.84208,22-03-2011,161.1,98.5,28.039999,4.9,94.200005
-26.861111,28.884722,22-03-2011,161.0,89.0,27.43,5.2000003,85.200005
-26.45,28.085833,22-03-2011,162.5,90.0,27.789999,4.5,86.0
-27.398611,26.614722,22-03-2011,191.90001,84.9,29.939999,2.5,80.9
-33.501667,21.624167,22-03-2011,189.1,13.0,27.64,0.1,12.400001
-33.31388889,19.07472222,22-03-2011,205.90001,13.8,29.13,10.2,15.1
-28.338333,31.373611,22-03-2011,148.5,94.60000000000001,28.3,2.9,90.0
-29.641944,30.6875,23-03-2011,139.7,111.0,27.15,10.400001,107.1
-28.735556,29.820556,23-03-2011,157.90001,104.9,29.14,3.2,99.9
-26.648056,27.089444,23-03-2011,170.90001,93.9,28.599998,3.4,89.6
-27.044444,27.005,23-03-2011,178.7,93.5,29.25,3.3,89.200005
-29.160278,26.573333,23-03-2011,190.1,84.30000000000001,28.949999,2.4,80.4
-33.13083,18.86278,23-03-2011,207.1,12.200000000000001,29.59,7.5,12.7
-25.45963889,28.26430556,23-03-2011,164.5,104.7,29.849998,5.1,100.0
-25.81048333,27.90955222,24-03-2011,164.1,100.5,28.97,5.1,96.1
-27.602222,29.942778,24-03-2011,165.8,98.7,29.22,4.1,94.1
-27.3,28.586944,24-03-2011,163.40001,103.80000000000001,27.63,4.2000003,99.1
-33.38056,19.30167,24-03-2011,194.3,13.4,26.59,8.2,14.400001
-27.00222,28.76528,25-03-2011,161.6,95.4,27.63,5.0,91.200005
-27.02314,28.59389,25-03-2011,163.1,97.60000000000001,27.8,4.8,93.3
-30.160091,27.40124,25-03-2011,171.3,84.5,27.289999,3.6000001,80.700005
-30.336111,27.359444,25-03-2011,171.90001,82.9,27.3,3.8,79.3
-28.760833,17.730278,27-03-2011,257.5,1.3,34.98,0.0,1.2
-22.43772222,31.07805556,28-03-2011,172.0,112.30000000000001,33.94,0.5,106.700005
-26.73806,27.59194,28-03-2011,168.1,96.30000000000001,28.13,4.1,92.0
-25.127778,27.628889,29-03-2011,169.3,112.2,31.17,6.1,107.1
-25.20639,27.558,29-03-2011,170.0,112.9,31.109999,6.5,108.0
-24.69514,27.40906,29-03-2011,172.90001,121.0,31.609999,7.0,115.6
-27.169444,29.233889,29-03-2011,157.3,90.0,26.93,4.0,86.0
-26.98472222,26.63227778,29-03-2011,181.40001,91.80000000000001,29.349998,2.5,87.4
-28.141944,26.417778,29-03-2011,192.90001,83.30000000000001,29.789999,2.5,79.5
-28.116667,26.725278,29-03-2011,188.7,84.0,29.539999,2.5,80.1
-27.398611,26.614722,29-03-2011,191.90001,84.9,29.939999,2.5,80.9
-29.160278,26.573333,29-03-2011,190.1,84.30000000000001,28.949999,2.4,80.4
-27.495556,26.074722,29-03-2011,194.2,79.9,29.939999,2.8,76.3
-34.065833,20.404167,30-03-2011,179.3,12.700000000000001,29.189999,6.2000003,13.2
-27.363611,31.783333,30-03-2011,154.40001,75.0,30.019999,10.6,72.3
-26.905,32.324722,30-03-2011,159.5,52.2,31.529999,9.5,50.4
-28.75,30.442778,30-03-2011,161.1,98.10000000000001,30.07,3.4,93.5
-29.161667,30.629722,30-03-2011,137.6,114.30000000000001,25.699999,8.3,109.8
-26.880278,26.965,30-03-2011,175.5,93.9,29.15,3.3,89.6
-27.398611,26.614722,30-03-2011,191.90001,84.9,29.939999,2.5,80.9
-28.69485,28.23487,30-03-2011,160.7,103.4,25.769999,3.1000001,98.6
-28.883333,27.89,30-03-2011,164.2,105.80000000000001,26.349998,3.3,101.0
-33.818056,19.694722,30-03-2011,201.8,12.3,28.73,6.2000003,12.900001
-34.075556,20.145556,30-03-2011,183.2,13.3,28.57,6.2000003,13.8
-27.00222,28.76528,31-03-2011,161.6,95.4,27.63,5.0,91.200005
-27.02314,28.59389,31-03-2011,163.1,97.60000000000001,27.8,4.8,93.3
-30.679722,26.7125,31-03-2011,180.90001,68.10000000000001,28.599998,2.1000001,64.9
