Latitude,Longitude,Sample Date,elevation,slope,flow_accumulation
-26.98472222,26.63227778,08-02-2011,1283.0,2.7850154445755932,1.0
-27.398611,26.614722,08-02-2011,1251.0,6.23751467632948,1.0
-27.573056,24.746389,08-02-2011,1090.0,1.4002096068589085,366.0
-33.501667,21.624167,08-02-2011,240.0,1.11086408901569,4182659.0
-32.502778,19.535833,08-02-2011,382.0,3.0040444945554015,722.0
-25.45963889,28.26430556,08-02-2011,1095.0,2.9785494790745637,4.0
-26.970278,27.211111,09-02-2011,1320.0,0.0,7.0
-27.273889,28.49,09-02-2011,1499.0,11.68542914427061,3.0
-28.69485,28.23487,09-02-2011,1595.0,5.10571826074243,2.0
-28.883333,27.89,09-02-2011,1547.0,5.048085064979278,110.0
-27.02314,28.59389,10-02-2011,1490.0,4.268887300104434,1.0
-30.679722,26.7125,10-02-2011,1295.0,0.0,1893895.0
-30.534167,24.961944,10-02-2011,1217.0,2.152583835037645,8.0
-34.031944,22.053333,10-02-2011,54.0,28.310563833758877,3.0
-34.039722,22.133333,10-02-2011,8.0,0.932904732083229,2.0
-32.595833,19.009444,10-02-2011,156.0,0.932904732083229,7.0
-28.801278,31.955389,11-02-2011,6.0,1.4074827371154675,1.0
-29.658056,25.973333,11-02-2011,1320.0,2.323092333071522,2.0
-28.068333,31.55,11-02-2011,238.0,4.771507746692223,8.0
-28.760833,17.730278,13-02-2011,164.0,10.380871201534468,66.0
-29.7775,29.470833,14-02-2011,1469.0,3.6934346949244006,51.0
-29.987778,29.851667,14-02-2011,1003.0,12.645086888033864,1.0
-29.744167,29.905833,14-02-2011,916.0,15.433474361430925,17.0
-26.861111,28.884722,14-02-2011,1519.0,2.7850154445755932,1.0
-26.45,28.085833,14-02-2011,1472.0,2.7850154445755932,1.0
-31.396,29.2651,14-02-2011,115.0,5.7096765240558875,1.0
-25.20639,27.558,15-02-2011,952.0,5.2019756274773785,2.0
-24.69514,27.40906,15-02-2011,914.0,4.763738341721386,1.0
-26.006389,29.253889,15-02-2011,1507.0,5.090319503142142,8.0
-27.802778,28.768333,15-02-2011,1559.0,9.495674610619696,4.0
-27.398611,26.614722,15-02-2011,1251.0,6.23751467632948,1.0
-27.671111,27.236944,15-02-2011,1338.0,3.265799536657263,13.0
-29.160278,26.573333,15-02-2011,1334.0,0.0,1.0
-30.568333,29.422778,15-02-2011,1248.0,6.424324039407854,2.0
-30.570833,29.150556,15-02-2011,1354.0,6.038662893082702,181.0
-33.38056,19.30167,15-02-2011,441.0,1.8653150778647924,2.0
-33.31388889,19.07472222,15-02-2011,91.0,4.808545174731271,493607.0
-27.495556,26.074722,15-02-2011,1247.0,1.4002096068589085,2.0
-25.436111,31.982222,16-02-2011,111.0,2.772033915741993,1.0
-24.39619444,27.08983333,16-02-2011,887.0,2.0353836660175126,1.0
-25.67386,31.57527,16-02-2011,273.0,1.0263305044110622,1304183.0
-30.733889,29.828333,16-02-2011,619.0,3.877824240892109,27.0
-30.398056,30.601944,16-02-2011,63.0,2.7967382212195995,257602.0
-27.273889,28.49,16-02-2011,1499.0,11.68542914427061,3.0
-27.3,28.586944,16-02-2011,1510.0,11.064292258273667,3.0
-27.044444,27.005,16-02-2011,1306.0,2.7987487172319523,1.0
-30.86013889,29.07125,16-02-2011,823.0,3.3540719169947573,32.0
-30.77586667,29.03221667,16-02-2011,898.0,8.341592461830862,2.0
-33.13083,18.86278,16-02-2011,29.0,1.11086408901569,2.0
-24.925278,29.324444,17-02-2011,835.0,0.932904732083229,1.0
-27.00222,28.76528,17-02-2011,1493.0,3.869457283283111,8.0
-27.02314,28.59389,17-02-2011,1490.0,4.268887300104434,1.0
-22.43772222,31.07805556,18-02-2011,254.0,7.995055372848845,1.0
-29.803611,30.516111,18-02-2011,601.0,3.512183353979658,501288.0
-25.99136,27.84208,21-02-2011,1361.0,2.7967382212195995,6.0
-26.861111,28.884722,21-02-2011,1519.0,2.7850154445755932,1.0
-26.73806,27.59194,21-02-2011,1411.0,0.932904732083229,44.0
-26.45,28.085833,21-02-2011,1472.0,2.7850154445755932,1.0
-27.01011111,26.69808333,22-02-2011,1286.0,3.4882183488806575,2.0
-27.169444,29.233889,22-02-2011,1521.0,6.830881753683598,5.0
-26.98472222,26.63227778,22-02-2011,1283.0,2.7850154445755932,1.0
-27.398611,26.614722,22-02-2011,1251.0,6.23751467632948,1.0
-29.160278,26.573333,22-02-2011,1334.0,0.0,1.0
-33.818056,19.694722,22-02-2011,169.0,2.2208936495268206,1087.0
-25.81048333,27.90955222,23-02-2011,1180.0,3.076361181997187,1.0
-29.641944,30.6875,23-02-2011,264.0,10.974814324028388,4.0
-34.065833,20.404167,23-02-2011,63.0,4.856766985138627,7.0
-33.980556,21.653333,23-02-2011,47.0,0.0,49.0
-22.769722,30.886944,23-02-2011,424.0,4.111135721291484,1.0
-27.00222,28.76528,23-02-2011,1493.0,3.869457283283111,8.0
-27.02314,28.59389,23-02-2011,1490.0,4.268887300104434,1.0
-27.38972222,26.46388889,23-02-2011,1244.0,0.0,4057349.0
-27.398611,26.614722,23-02-2011,1251.0,6.23751467632948,1.0
-27.671111,27.236944,23-02-2011,1338.0,3.265799536657263,13.0
-27.356667,27.286389,23-02-2011,1356.0,4.654668808703565,2.0
-33.897778,20.012778,23-02-2011,137.0,17.057635600101094,6.0
-23.763056,27.908611,24-02-2011,878.0,15.592288585602393,9.0
-23.23572222,27.717,24-02-2011,794.0,0.932904732083229,8.0
-28.44555556,32.325,24-02-2011,8.0,0.932904732083229,2.0
-30.679722,26.7125,24-02-2011,1295.0,0.0,1893895.0
-30.160091,27.40124,24-02-2011,1417.0,6.490589490658842,3.0
-30.336111,27.359444,24-02-2011,1383.0,3.7212777820365663,1.0
-28.460833,21.248889,24-02-2011,794.0,4.278380799285448,1.0
-22.91028,29.61111,25-02-2011,731.0,6.9846685353200515,199567.0
-28.760833,17.730278,27-02-2011,164.0,10.380871201534468,66.0
-24.183889,30.823889,01-03-2011,368.0,4.654668808703565,1.0
-27.398611,26.614722,01-03-2011,1251.0,6.23751467632948,1.0
-27.671111,27.236944,01-03-2011,1338.0,3.265799536657263,13.0
-29.160278,26.573333,01-03-2011,1334.0,0.0,1.0
-27.495556,26.074722,01-03-2011,1247.0,1.4002096068589085,2.0
-23.658056,31.05,02-03-2011,324.0,7.56123944832582,11.0
-26.648056,27.089444,02-03-2011,1353.0,0.932904732083229,1.0
-27.802778,28.768333,02-03-2011,1559.0,9.495674610619696,4.0
-24.679167,30.8025,03-03-2011,1106.0,1.8653150778647924,2.0
-27.273889,28.49,03-03-2011,1499.0,11.68542914427061,3.0
-27.3,28.586944,03-03-2011,1510.0,11.064292258273667,3.0
-30.679722,26.7125,03-03-2011,1295.0,0.0,1893895.0
-27.02314,28.59389,04-03-2011,1490.0,4.268887300104434,1.0
-25.99136,27.84208,07-03-2011,1361.0,2.7967382212195995,6.0
-31.554722,29.245556,07-03-2011,233.0,25.734677244239688,2.0
-27.01011111,26.69808333,08-03-2011,1286.0,3.4882183488806575,2.0
-27.802778,28.768333,08-03-2011,1559.0,9.495674610619696,4.0
-26.98472222,26.63227778,08-03-2011,1283.0,2.7850154445755932,1.0
-27.398611,26.614722,08-03-2011,1251.0,6.23751467632948,1.0
-27.671111,27.236944,08-03-2011,1338.0,3.265799536657263,13.0
-29.160278,26.573333,08-03-2011,1334.0,0.0,1.0
-31.396,29.2651,08-03-2011,115.0,5.7096765240558875,1.0
-25.45963889,28.26430556,08-03-2011,1095.0,2.9785494790745637,4.0
-25.81048333,27.90955222,09-03-2011,1180.0,3.076361181997187,1.0
-22.225556,29.990556,09-03-2011,422.0,1.0026797780294978,3.0
-26.03611,30.99778,09-03-2011,748.0,24.83519534448181,7.0
-28.404444,30.013056,09-03-2011,1082.0,4.879944537158232,14.0
-29.380556,30.2775,09-03-2011,1068.0,2.147229193298981,2.0
-26.648056,27.089444,09-03-2011,1353.0,0.932904732083229,1.0
-26.970278,27.211111,09-03-2011,1320.0,0.0,7.0
-27.273889,28.49,09-03-2011,1499.0,11.68542914427061,3.0
-27.3,28.586944,09-03-2011,1510.0,11.064292258273667,3.0
-27.044444,27.005,09-03-2011,1306.0,2.7987487172319523,1.0
-28.69485,28.23487,09-03-2011,1595.0,5.10571826074243,2.0
-28.883333,27.89,09-03-2011,1547.0,5.048085064979278,110.0
-30.568333,29.422778,09-03-2011,1248.0,6.424324039407854,2.0
-30.570833,29.150556,09-03-2011,1354.0,6.038662893082702,181.0
-34.329722,18.990278,09-03-2011,7.0,3.726684473929321,7.0
-30.830556,26.921389,10-03-2011,1325.0,3.7212777820365663,233924.0
-25.49037,30.6986,10-03-2011,823.0,5.531151068545969,70.0
-29.380556,30.2775,10-03-2011,1068.0,2.147229193298981,2.0
-30.86013889,29.07125,10-03-2011,823.0,3.3540719169947573,32.0
-30.77586667,29.03221667,10-03-2011,898.0,8.341592461830862,2.0
-29.658056,25.973333,11-03-2011,1320.0,2.323092333071522,2.0
-30.534167,24.961944,11-03-2011,1217.0,2.152583835037645,8.0
-31.031389,28.883333,11-03-2011,823.0,8.411246138034052,7.0
-34.039722,22.133333,11-03-2011,8.0,0.932904732083229,2.0
-28.760833,17.730278,13-03-2011,164.0,10.380871201534468,66.0
-29.7775,29.470833,14-03-2011,1469.0,3.6934346949244006,51.0
-29.987778,29.851667,14-03-2011,1003.0,12.645086888033864,1.0
-29.744167,29.905833,14-03-2011,916.0,15.433474361430925,17.0
-26.861111,28.884722,14-03-2011,1519.0,2.7850154445755932,1.0
-26.73806,27.59194,14-03-2011,1411.0,0.932904732083229,44.0
-26.45,28.085833,14-03-2011,1472.0,2.7850154445755932,1.0
-25.127778,27.628889,15-03-2011,953.0,1.8653150778647924,2.0
-25.20639,27.558,15-03-2011,952.0,5.2019756274773785,2.0
-24.69514,27.40906,15-03-2011,914.0,4.763738341721386,1.0
-25.73411,27.21422,15-03-2011,1444.0,14.900966926401987,5.0
-26.006389,29.253889,15-03-2011,1507.0,5.090319503142142,8.0
-28.747778,31.745833,15-03-2011,50.0,6.830268671068082,3.0
-30.733889,29.828333,15-03-2011,619.0,3.877824240892109,27.0
-27.398611,26.614722,15-03-2011,1251.0,6.23751467632948,1.0
-27.495556,26.074722,15-03-2011,1247.0,1.4002096068589085,2.0
-24.282222,28.090278,16-03-2011,1133.0,1.3806866019776256,1.0
-30.398056,30.601944,16-03-2011,63.0,2.7967382212195995,257602.0
-30.27402,30.69602,16-03-2011,33.0,5.975013652349851,2.0
-26.880278,26.965,16-03-2011,1296.0,1.0351028507693336,2.0
-27.273889,28.49,16-03-2011,1499.0,11.68542914427061,3.0
-34.031944,22.053333,16-03-2011,54.0,28.310563833758877,3.0
-23.763056,27.908611,17-03-2011,878.0,15.592288585602393,9.0
-27.00222,28.76528,17-03-2011,1493.0,3.869457283283111,8.0
-27.02314,28.59389,17-03-2011,1490.0,4.268887300104434,1.0
-24.925278,29.324444,18-03-2011,835.0,0.932904732083229,1.0
-29.803611,30.516111,18-03-2011,601.0,3.512183353979658,501288.0
-26.970278,27.211111,21-03-2011,1320.0,0.0,7.0
-27.01011111,26.69808333,22-03-2011,1286.0,3.4882183488806575,2.0
-25.99136,27.84208,22-03-2011,1361.0,2.7967382212195995,6.0
-26.861111,28.884722,22-03-2011,1519.0,2.7850154445755932,1.0
-26.45,28.085833,22-03-2011,1472.0,2.7850154445755932,1.0
-27.398611,26.614722,22-03-2011,1251.0,6.23751467632948,1.0
-33.501667,21.624167,22-03-2011,240.0,1.11086408901569,4182659.0
-33.31388889,19.07472222,22-03-2011,91.0,4.808545174731271,493607.0
-28.338333,31.373611,22-03-2011,440.0,2.3043638668137194,90.0
-29.641944,30.6875,23-03-2011,264.0,10.974814324028388,4.0
-28.735556,29.820556,23-03-2011,952.0,3.8720811768482966,9.0
-26.648056,27.089444,23-03-2011,1353.0,0.932904732083229,1.0
-27.044444,27.005,23-03-2011,1306.0,2.7987487172319523,1.0
-29.160278,26.573333,23-03-2011,1334.0,0.0,1.0
-33.13083,18.86278,23-03-2011,29.0,1.11086408901569,2.0
-25.45963889,28.26430556,23-03-2011,1095.0,2.9785494790745637,4.0
-25.81048333,27.90955222,24-03-2011,1180.0,3.076361181997187,1.0
-27.602222,29.942778,24-03-2011,1210.0,3.265799536657263,1.0
-27.3,28.586944,24-03-2011,1510.0,11.064292258273667,3.0
-33.38056,19.30167,24-03-2011,441.0,1.8653150778647924,2.0
-27.00222,28.76528,25-03-2011,1493.0,3.869457283283111,8.0
-27.02314,28.59389,25-03-2011,1490.0,4.268887300104434,1.0
-30.160091,27.40124,25-03-2011,1417.0,6.490589490658842,3.0
-30.336111,27.359444,25-03-2011,1383.0,3.7212777820365663,1.0
-28.760833,17.730278,27-03-2011,164.0,10.380871201534468,66.0
-22.43772222,31.07805556,28-03-2011,254.0,7.995055372848845,1.0
-26.73806,27.59194,28-03-2011,1411.0,0.932904732083229,44.0
-25.127778,27.628889,29-03-2011,953.0,1.8653150778647924,2.0
-25.20639,27.558,29-03-2011,952.0,5.2019756274773785,2.0
-24.69514,27.40906,29-03-2011,914.0,4.763738341721386,1.0
-27.169444,29.233889,29-03-2011,1521.0,6.830881753683598,5.0
-26.98472222,26.63227778,29-03-2011,1283.0,2.7850154445755932,1.0
-28.141944,26.417778,29-03-2011,1264.0,2.988194873464975,2.0
-28.116667,26.725278,29-03-2011,1285.0,7.304262489030981,2.0
-27.398611,26.614722,29-03-2011,1251.0,6.23751467632948,1.0
-29.160278,26.573333,29-03-2011,1334.0,0.0,1.0
-27.495556,26.074722,29-03-2011,1247.0,1.4002096068589085,2.0
-34.065833,20.404167,30-03-2011,63.0,4.856766985138627,7.0
-27.363611,31.783333,30-03-2011,161.0,2.7967382212195995,6.0
-26.905,32.324722,30-03-2011,33.0,2.1329147027710773,4.0
-28.75,30.442778,30-03-2011,534.0,5.9602216973005095,18.0
-29.161667,30.629722,30-03-2011,959.0,3.6934346949244006,379651.0
-26.880278,26.965,30-03-2011,1296.0,1.0351028507693336,2.0
-27.398611,26.614722,30-03-2011,1251.0,6.23751467632948,1.0
-28.69485,28.23487,30-03-2011,1595.0,5.10571826074243,2.0
-28.883333,27.89,30-03-2011,1547.0,5.048085064979278,110.0
-33.818056,19.694722,30-03-2011,169.0,2.2208936495268206,1087.0
-34.075556,20.145556,30-03-2011,122.0,9.262085433348087,1.0
-27.00222,28.76528,31-03-2011,1493.0,3.869457283283111,8.0
-27.02314,28.59389,31-03-2011,1490.0,4.268887300104434,1.0
-30.679722,26.7125,31-03-2011,1295.0,0.0,1893895.0
-30.534167,24.961944,31-03-2011,1217.0,2.152583835037645,8.0
-33.897778,20.012778,31-03-2011,137.0,17.057635600101094,6.0
-22.769722,30.886944,01-04-2011,424.0,4.111135721291484,1.0
-27.802778,28.768333,01-04-2011,1559.0,9.495674610619696,4.0
-27.5275,30.858056,02-04-2011,957.0,5.097790853011179,3.0
-25.99136,27.84208,04-04-2011,1361.0,2.7967382212195995,6.0
-25.513889,31.224444,04-04-2011,436.0,10.592520548249022,38.0
-25.398889,31.610556,04-04-2011,245.0,0.0,4.0
-24.183889,30.823889,05-04-2011,368.0,4.654668808703565,1.0
-23.281,30.54305556,05-04-2011,473.0,2.9730251928285574,11.0
-25.362222,31.956667,05-04-2011,150.0,5.083280892261457,2.0
-29.380556,30.2775,05-04-2011,1068.0,2.147229193298981,2.0
-27.398611,26.614722,05-04-2011,1251.0,6.23751467632948,1.0
-25.45963889,28.26430556,05-04-2011,1095.0,2.9785494790745637,4.0
-25.81048333,27.90955222,06-04-2011,1180.0,3.076361181997187,1.0
-23.658056,31.05,06-04-2011,324.0,7.56123944832582,11.0
-24.058889,31.237222,06-04-2011,280.0,1.3806866019776256,1.0
-24.034167,31.123611,06-04-2011,327.0,7.172150404812683,1.0
-24.99328,30.81444,06-04-2011,1222.0,2.7967382212195995,55295.0
-25.14944444,31.94055556,06-04-2011,157.0,8.361006191784089,2.0
-27.937778,31.209444,06-04-2011,628.0,11.363769658993895,1.0
-28.404444,30.013056,06-04-2011,1082.0,4.879944537158232,14.0
-26.880278,26.965,06-04-2011,1296.0,1.0351028507693336,2.0
-31.000833,26.353056,06-04-2011,1377.0,10.511099037058754,17.0
-24.679167,30.8025,07-04-2011,1106.0,1.8653150778647924,2.0
-24.99328,30.81444,07-04-2011,1222.0,2.7967382212195995,55295.0
-27.02314,28.59389,07-04-2011,1490.0,4.268887300104434,1.0
-28.760833,17.730278,10-04-2011,164.0,10.380871201534468,66.0
-26.73806,27.59194,10-04-2011,1411.0,0.932904732083229,44.0
-25.49037,30.6986,11-04-2011,823.0,5.531151068545969,70.0
-29.987778,29.851667,11-04-2011,1003.0,12.645086888033864,1.0
-29.744167,29.905833,11-04-2011,916.0,15.433474361430925,17.0
-26.861111,28.884722,11-04-2011,1519.0,2.7850154445755932,1.0
-26.970278,27.211111,11-04-2011,1320.0,0.0,7.0
-26.45,28.085833,11-04-2011,1472.0,2.7850154445755932,1.0
-31.396,29.2651,11-04-2011,115.0,5.7096765240558875,1.0
-31.554722,29.245556,11-04-2011,233.0,25.734677244239688,2.0
-27.356667,27.286389,11-04-2011,1356.0,4.654668808703565,2.0
-25.447222,30.711667,11-04-2011,804.0,15.74801427088504,2.0
-27.01011111,26.69808333,12-04-2011,1286.0,3.4882183488806575,2.0
-25.127778,27.628889,12-04-2011,953.0,1.8653150778647924,2.0
-25.20639,27.558,12-04-2011,952.0,5.2019756274773785,2.0
-24.69514,27.40906,12-04-2011,914.0,4.763738341721386,1.0
-25.73411,27.21422,12-04-2011,1444.0,14.900966926401987,5.0
-26.006389,29.253889,12-04-2011,1507.0,5.090319503142142,8.0
-26.03611,30.99778,12-04-2011,748.0,24.83519534448181,7.0
-28.801278,31.955389,12-04-2011,6.0,1.4074827371154675,1.0
-30.733889,29.828333,12-04-2011,619.0,3.877824240892109,27.0
-27.169444,29.233889,12-04-2011,1521.0,6.830881753683598,5.0
-27.802778,28.768333,12-04-2011,1559.0,9.495674610619696,4.0
-26.98472222,26.63227778,12-04-2011,1283.0,2.7850154445755932,1.0
-27.398611,26.614722,12-04-2011,1251.0,6.23751467632948,1.0
-29.160278,26.573333,12-04-2011,1334.0,0.0,1.0
-30.568333,29.422778,12-04-2011,1248.0,6.424324039407854,2.0
-30.570833,29.150556,12-04-2011,1354.0,6.038662893082702,181.0
-33.501667,21.624167,12-04-2011,240.0,1.11086408901569,4182659.0
-27.495556,26.074722,12-04-2011,1247.0,1.4002096068589085,2.0
